"GEO_ID";"GEO_NAME";"VARIABLE";VALUE;"UNIT";"STATUS";"STATUS_DESC";"DESC_VAL";"PERIOD_REF";"SOURCE";"LAST_UPDATE";"GEOM_CODE";"GEOM";"GEOM_PERIOD";"MAP_ID";"MAP_URL"
"554";"Wiler bei Utzenstorf";"Anteil 3-4 Zimmer-Wohnungen, in %";52.6;"%";"A";"Normaler Wert";"";"2023-01-01/2023-12-31";"BFS – Gebäude- und Wohnungsstatistik (GWS)";"2024-09-16";"polg";"Politische Gemeinden";"2023-01-01";"28001";"https://www.atlas.bfs.admin.ch/maps/13/map/mapIdOnly/28001_de.html"
"556";"Zielebach";"Anteil 3-4 Zimmer-Wohnungen, in %";47.5;"%";"A";"Normaler Wert";"";"2023-01-01/2023-12-31";"BFS – Gebäude- und Wohnungsstatistik (GWS)";"2024-09-16";"polg";"Politische Gemeinden";"2023-01-01";"28001";"https://www.atlas.bfs.admin.ch/maps/13/map/mapIdOnly/28001_de.html"
"557";"Zuzwil (BE)";"Anteil 3-4 Zimmer-Wohnungen, in %";47.5;"%";"A";"Normaler Wert";"";"2023-01-01/2023-12-31";"BFS – Gebäude- und Wohnungsstatistik (GWS)";"2024-09-16";"polg";"Politische Gemeinden";"2023-01-01";"28001";"https://www.atlas.bfs.admin.ch/maps/13/map/mapIdOnly/28001_de.html"
"561";"Adelboden";"Anteil 3-4 Zimmer-Wohnungen, in %";56.4;"%";"A";"Normaler Wert";"";"2023-01-01/2023-12-31";"BFS – Gebäude- und Wohnungsstatistik (GWS)";"2024-09-16";"polg";"Politische Gemeinden";"2023-01-01";"28001";"https://www.atlas.bfs.admin.ch/maps/13/map/mapIdOnly/28001_de.html"
"562";"Aeschi bei Spiez";"Anteil 3-4 Zimmer-Wohnungen, in %";50.6;"%";"A";"Normaler Wert";"";"2023-01-01/2023-12-31";"BFS – Gebäude- und Wohnungsstatistik (GWS)";"2024-09-16";"polg";"Politische Gemeinden";"2023-01-01";"28001";"https://www.atlas.bfs.admin.ch/maps/13/map/mapIdOnly/28001_de.html"
"563";"Frutigen";"Anteil 3-4 Zimmer-Wohnungen, in %";56.7;"%";"A";"Normaler Wert";"";"2023-01-01/2023-12-31";"BFS – Gebäude- und Wohnungsstatistik (GWS)";"2024-09-16";"polg";"Politische Gemeinden";"2023-01-01";"28001";"https://www.atlas.bfs.admin.ch/maps/13/map/mapIdOnly/28001_de.html"
"564";"Kandergrund";"Anteil 3-4 Zimmer-Wohnungen, in %";52.1;"%";"A";"Normaler Wert";"";"2023-01-01/2023-12-31";"BFS – Gebäude- und Wohnungsstatistik (GWS)";"2024-09-16";"polg";"Politische Gemeinden";"2023-01-01";"28001";"https://www.atlas.bfs.admin.ch/maps/13/map/mapIdOnly/28001_de.html"
"565";"Kandersteg";"Anteil 3-4 Zimmer-Wohnungen, in %";55.6;"%";"A";"Normaler Wert";"";"2023-01-01/2023-12-31";"BFS – Gebäude- und Wohnungsstatistik (GWS)";"2024-09-16";"polg";"Politische Gemeinden";"2023-01-01";"28001";"https://www.atlas.bfs.admin.ch/maps/13/map/mapIdOnly/28001_de.html"
"566";"Krattigen";"Anteil 3-4 Zimmer-Wohnungen, in %";50.9;"%";"A";"Normaler Wert";"";"2023-01-01/2023-12-31";"BFS – Gebäude- und Wohnungsstatistik (GWS)";"2024-09-16";"polg";"Politische Gemeinden";"2023-01-01";"28001";"https://www.atlas.bfs.admin.ch/maps/13/map/mapIdOnly/28001_de.html"
"567";"Reichenbach im Kandertal";"Anteil 3-4 Zimmer-Wohnungen, in %";50.2;"%";"A";"Normaler Wert";"";"2023-01-01/2023-12-31";"BFS – Gebäude- und Wohnungsstatistik (GWS)";"2024-09-16";"polg";"Politische Gemeinden";"2023-01-01";"28001";"https://www.atlas.bfs.admin.ch/maps/13/map/mapIdOnly/28001_de.html"
"571";"Beatenberg";"Anteil 3-4 Zimmer-Wohnungen, in %";49.4;"%";"A";"Normaler Wert";"";"2023-01-01/2023-12-31";"BFS – Gebäude- und Wohnungsstatistik (GWS)";"2024-09-16";"polg";"Politische Gemeinden";"2023-01-01";"28001";"https://www.atlas.bfs.admin.ch/maps/13/map/mapIdOnly/28001_de.html"
"572";"Bönigen";"Anteil 3-4 Zimmer-Wohnungen, in %";55.4;"%";"A";"Normaler Wert";"";"2023-01-01/2023-12-31";"BFS – Gebäude- und Wohnungsstatistik (GWS)";"2024-09-16";"polg";"Politische Gemeinden";"2023-01-01";"28001";"https://www.atlas.bfs.admin.ch/maps/13/map/mapIdOnly/28001_de.html"
"573";"Brienz (BE)";"Anteil 3-4 Zimmer-Wohnungen, in %";49.8;"%";"A";"Normaler Wert";"";"2023-01-01/2023-12-31";"BFS – Gebäude- und Wohnungsstatistik (GWS)";"2024-09-16";"polg";"Politische Gemeinden";"2023-01-01";"28001";"https://www.atlas.bfs.admin.ch/maps/13/map/mapIdOnly/28001_de.html"
"574";"Brienzwiler";"Anteil 3-4 Zimmer-Wohnungen, in %";49.1;"%";"A";"Normaler Wert";"";"2023-01-01/2023-12-31";"BFS – Gebäude- und Wohnungsstatistik (GWS)";"2024-09-16";"polg";"Politische Gemeinden";"2023-01-01";"28001";"https://www.atlas.bfs.admin.ch/maps/13/map/mapIdOnly/28001_de.html"
"575";"Därligen";"Anteil 3-4 Zimmer-Wohnungen, in %";40.6;"%";"A";"Normaler Wert";"";"2023-01-01/2023-12-31";"BFS – Gebäude- und Wohnungsstatistik (GWS)";"2024-09-16";"polg";"Politische Gemeinden";"2023-01-01";"28001";"https://www.atlas.bfs.admin.ch/maps/13/map/mapIdOnly/28001_de.html"
"576";"Grindelwald";"Anteil 3-4 Zimmer-Wohnungen, in %";47.2;"%";"A";"Normaler Wert";"";"2023-01-01/2023-12-31";"BFS – Gebäude- und Wohnungsstatistik (GWS)";"2024-09-16";"polg";"Politische Gemeinden";"2023-01-01";"28001";"https://www.atlas.bfs.admin.ch/maps/13/map/mapIdOnly/28001_de.html"
"577";"Gsteigwiler";"Anteil 3-4 Zimmer-Wohnungen, in %";43;"%";"A";"Normaler Wert";"";"2023-01-01/2023-12-31";"BFS – Gebäude- und Wohnungsstatistik (GWS)";"2024-09-16";"polg";"Politische Gemeinden";"2023-01-01";"28001";"https://www.atlas.bfs.admin.ch/maps/13/map/mapIdOnly/28001_de.html"
"578";"Gündlischwand";"Anteil 3-4 Zimmer-Wohnungen, in %";50.4;"%";"A";"Normaler Wert";"";"2023-01-01/2023-12-31";"BFS – Gebäude- und Wohnungsstatistik (GWS)";"2024-09-16";"polg";"Politische Gemeinden";"2023-01-01";"28001";"https://www.atlas.bfs.admin.ch/maps/13/map/mapIdOnly/28001_de.html"
"579";"Habkern";"Anteil 3-4 Zimmer-Wohnungen, in %";51.7;"%";"A";"Normaler Wert";"";"2023-01-01/2023-12-31";"BFS – Gebäude- und Wohnungsstatistik (GWS)";"2024-09-16";"polg";"Politische Gemeinden";"2023-01-01";"28001";"https://www.atlas.bfs.admin.ch/maps/13/map/mapIdOnly/28001_de.html"
"580";"Hofstetten bei Brienz";"Anteil 3-4 Zimmer-Wohnungen, in %";39.3;"%";"A";"Normaler Wert";"";"2023-01-01/2023-12-31";"BFS – Gebäude- und Wohnungsstatistik (GWS)";"2024-09-16";"polg";"Politische Gemeinden";"2023-01-01";"28001";"https://www.atlas.bfs.admin.ch/maps/13/map/mapIdOnly/28001_de.html"
"581";"Interlaken";"Anteil 3-4 Zimmer-Wohnungen, in %";57.7;"%";"A";"Normaler Wert";"";"2023-01-01/2023-12-31";"BFS – Gebäude- und Wohnungsstatistik (GWS)";"2024-09-16";"polg";"Politische Gemeinden";"2023-01-01";"28001";"https://www.atlas.bfs.admin.ch/maps/13/map/mapIdOnly/28001_de.html"
"582";"Iseltwald";"Anteil 3-4 Zimmer-Wohnungen, in %";54;"%";"A";"Normaler Wert";"";"2023-01-01/2023-12-31";"BFS – Gebäude- und Wohnungsstatistik (GWS)";"2024-09-16";"polg";"Politische Gemeinden";"2023-01-01";"28001";"https://www.atlas.bfs.admin.ch/maps/13/map/mapIdOnly/28001_de.html"
"584";"Lauterbrunnen";"Anteil 3-4 Zimmer-Wohnungen, in %";55.4;"%";"A";"Normaler Wert";"";"2023-01-01/2023-12-31";"BFS – Gebäude- und Wohnungsstatistik (GWS)";"2024-09-16";"polg";"Politische Gemeinden";"2023-01-01";"28001";"https://www.atlas.bfs.admin.ch/maps/13/map/mapIdOnly/28001_de.html"
"585";"Leissigen";"Anteil 3-4 Zimmer-Wohnungen, in %";47.1;"%";"A";"Normaler Wert";"";"2023-01-01/2023-12-31";"BFS – Gebäude- und Wohnungsstatistik (GWS)";"2024-09-16";"polg";"Politische Gemeinden";"2023-01-01";"28001";"https://www.atlas.bfs.admin.ch/maps/13/map/mapIdOnly/28001_de.html"
"586";"Lütschental";"Anteil 3-4 Zimmer-Wohnungen, in %";49.2;"%";"A";"Normaler Wert";"";"2023-01-01/2023-12-31";"BFS – Gebäude- und Wohnungsstatistik (GWS)";"2024-09-16";"polg";"Politische Gemeinden";"2023-01-01";"28001";"https://www.atlas.bfs.admin.ch/maps/13/map/mapIdOnly/28001_de.html"
"587";"Matten bei Interlaken";"Anteil 3-4 Zimmer-Wohnungen, in %";62.3;"%";"A";"Normaler Wert";"";"2023-01-01/2023-12-31";"BFS – Gebäude- und Wohnungsstatistik (GWS)";"2024-09-16";"polg";"Politische Gemeinden";"2023-01-01";"28001";"https://www.atlas.bfs.admin.ch/maps/13/map/mapIdOnly/28001_de.html"
"588";"Niederried bei Interlaken";"Anteil 3-4 Zimmer-Wohnungen, in %";49;"%";"A";"Normaler Wert";"";"2023-01-01/2023-12-31";"BFS – Gebäude- und Wohnungsstatistik (GWS)";"2024-09-16";"polg";"Politische Gemeinden";"2023-01-01";"28001";"https://www.atlas.bfs.admin.ch/maps/13/map/mapIdOnly/28001_de.html"
"589";"Oberried am Brienzersee";"Anteil 3-4 Zimmer-Wohnungen, in %";56.3;"%";"A";"Normaler Wert";"";"2023-01-01/2023-12-31";"BFS – Gebäude- und Wohnungsstatistik (GWS)";"2024-09-16";"polg";"Politische Gemeinden";"2023-01-01";"28001";"https://www.atlas.bfs.admin.ch/maps/13/map/mapIdOnly/28001_de.html"
"590";"Ringgenberg (BE)";"Anteil 3-4 Zimmer-Wohnungen, in %";46.9;"%";"A";"Normaler Wert";"";"2023-01-01/2023-12-31";"BFS – Gebäude- und Wohnungsstatistik (GWS)";"2024-09-16";"polg";"Politische Gemeinden";"2023-01-01";"28001";"https://www.atlas.bfs.admin.ch/maps/13/map/mapIdOnly/28001_de.html"
"591";"Saxeten";"Anteil 3-4 Zimmer-Wohnungen, in %";44.9;"%";"A";"Normaler Wert";"";"2023-01-01/2023-12-31";"BFS – Gebäude- und Wohnungsstatistik (GWS)";"2024-09-16";"polg";"Politische Gemeinden";"2023-01-01";"28001";"https://www.atlas.bfs.admin.ch/maps/13/map/mapIdOnly/28001_de.html"
"592";"Schwanden bei Brienz";"Anteil 3-4 Zimmer-Wohnungen, in %";47.8;"%";"A";"Normaler Wert";"";"2023-01-01/2023-12-31";"BFS – Gebäude- und Wohnungsstatistik (GWS)";"2024-09-16";"polg";"Politische Gemeinden";"2023-01-01";"28001";"https://www.atlas.bfs.admin.ch/maps/13/map/mapIdOnly/28001_de.html"
"593";"Unterseen";"Anteil 3-4 Zimmer-Wohnungen, in %";56.3;"%";"A";"Normaler Wert";"";"2023-01-01/2023-12-31";"BFS – Gebäude- und Wohnungsstatistik (GWS)";"2024-09-16";"polg";"Politische Gemeinden";"2023-01-01";"28001";"https://www.atlas.bfs.admin.ch/maps/13/map/mapIdOnly/28001_de.html"
"594";"Wilderswil";"Anteil 3-4 Zimmer-Wohnungen, in %";50.6;"%";"A";"Normaler Wert";"";"2023-01-01/2023-12-31";"BFS – Gebäude- und Wohnungsstatistik (GWS)";"2024-09-16";"polg";"Politische Gemeinden";"2023-01-01";"28001";"https://www.atlas.bfs.admin.ch/maps/13/map/mapIdOnly/28001_de.html"
"602";"Arni (BE)";"Anteil 3-4 Zimmer-Wohnungen, in %";53.4;"%";"A";"Normaler Wert";"";"2023-01-01/2023-12-31";"BFS – Gebäude- und Wohnungsstatistik (GWS)";"2024-09-16";"polg";"Politische Gemeinden";"2023-01-01";"28001";"https://www.atlas.bfs.admin.ch/maps/13/map/mapIdOnly/28001_de.html"
"603";"Biglen";"Anteil 3-4 Zimmer-Wohnungen, in %";55.9;"%";"A";"Normaler Wert";"";"2023-01-01/2023-12-31";"BFS – Gebäude- und Wohnungsstatistik (GWS)";"2024-09-16";"polg";"Politische Gemeinden";"2023-01-01";"28001";"https://www.atlas.bfs.admin.ch/maps/13/map/mapIdOnly/28001_de.html"
"605";"Bowil";"Anteil 3-4 Zimmer-Wohnungen, in %";50.9;"%";"A";"Normaler Wert";"";"2023-01-01/2023-12-31";"BFS – Gebäude- und Wohnungsstatistik (GWS)";"2024-09-16";"polg";"Politische Gemeinden";"2023-01-01";"28001";"https://www.atlas.bfs.admin.ch/maps/13/map/mapIdOnly/28001_de.html"
"606";"Brenzikofen";"Anteil 3-4 Zimmer-Wohnungen, in %";46.9;"%";"A";"Normaler Wert";"";"2023-01-01/2023-12-31";"BFS – Gebäude- und Wohnungsstatistik (GWS)";"2024-09-16";"polg";"Politische Gemeinden";"2023-01-01";"28001";"https://www.atlas.bfs.admin.ch/maps/13/map/mapIdOnly/28001_de.html"
"607";"Freimettigen";"Anteil 3-4 Zimmer-Wohnungen, in %";48.8;"%";"A";"Normaler Wert";"";"2023-01-01/2023-12-31";"BFS – Gebäude- und Wohnungsstatistik (GWS)";"2024-09-16";"polg";"Politische Gemeinden";"2023-01-01";"28001";"https://www.atlas.bfs.admin.ch/maps/13/map/mapIdOnly/28001_de.html"
"608";"Grosshöchstetten";"Anteil 3-4 Zimmer-Wohnungen, in %";52.2;"%";"A";"Normaler Wert";"";"2023-01-01/2023-12-31";"BFS – Gebäude- und Wohnungsstatistik (GWS)";"2024-09-16";"polg";"Politische Gemeinden";"2023-01-01";"28001";"https://www.atlas.bfs.admin.ch/maps/13/map/mapIdOnly/28001_de.html"
"609";"Häutligen";"Anteil 3-4 Zimmer-Wohnungen, in %";53.7;"%";"A";"Normaler Wert";"";"2023-01-01/2023-12-31";"BFS – Gebäude- und Wohnungsstatistik (GWS)";"2024-09-16";"polg";"Politische Gemeinden";"2023-01-01";"28001";"https://www.atlas.bfs.admin.ch/maps/13/map/mapIdOnly/28001_de.html"
"610";"Herbligen";"Anteil 3-4 Zimmer-Wohnungen, in %";43.7;"%";"A";"Normaler Wert";"";"2023-01-01/2023-12-31";"BFS – Gebäude- und Wohnungsstatistik (GWS)";"2024-09-16";"polg";"Politische Gemeinden";"2023-01-01";"28001";"https://www.atlas.bfs.admin.ch/maps/13/map/mapIdOnly/28001_de.html"
"611";"Kiesen";"Anteil 3-4 Zimmer-Wohnungen, in %";54.9;"%";"A";"Normaler Wert";"";"2023-01-01/2023-12-31";"BFS – Gebäude- und Wohnungsstatistik (GWS)";"2024-09-16";"polg";"Politische Gemeinden";"2023-01-01";"28001";"https://www.atlas.bfs.admin.ch/maps/13/map/mapIdOnly/28001_de.html"
"612";"Konolfingen";"Anteil 3-4 Zimmer-Wohnungen, in %";57.9;"%";"A";"Normaler Wert";"";"2023-01-01/2023-12-31";"BFS – Gebäude- und Wohnungsstatistik (GWS)";"2024-09-16";"polg";"Politische Gemeinden";"2023-01-01";"28001";"https://www.atlas.bfs.admin.ch/maps/13/map/mapIdOnly/28001_de.html"
"613";"Landiswil";"Anteil 3-4 Zimmer-Wohnungen, in %";55.4;"%";"A";"Normaler Wert";"";"2023-01-01/2023-12-31";"BFS – Gebäude- und Wohnungsstatistik (GWS)";"2024-09-16";"polg";"Politische Gemeinden";"2023-01-01";"28001";"https://www.atlas.bfs.admin.ch/maps/13/map/mapIdOnly/28001_de.html"
"614";"Linden";"Anteil 3-4 Zimmer-Wohnungen, in %";49.2;"%";"A";"Normaler Wert";"";"2023-01-01/2023-12-31";"BFS – Gebäude- und Wohnungsstatistik (GWS)";"2024-09-16";"polg";"Politische Gemeinden";"2023-01-01";"28001";"https://www.atlas.bfs.admin.ch/maps/13/map/mapIdOnly/28001_de.html"
"615";"Mirchel";"Anteil 3-4 Zimmer-Wohnungen, in %";50;"%";"A";"Normaler Wert";"";"2023-01-01/2023-12-31";"BFS – Gebäude- und Wohnungsstatistik (GWS)";"2024-09-16";"polg";"Politische Gemeinden";"2023-01-01";"28001";"https://www.atlas.bfs.admin.ch/maps/13/map/mapIdOnly/28001_de.html"
"616";"Münsingen";"Anteil 3-4 Zimmer-Wohnungen, in %";59.3;"%";"A";"Normaler Wert";"";"2023-01-01/2023-12-31";"BFS – Gebäude- und Wohnungsstatistik (GWS)";"2024-09-16";"polg";"Politische Gemeinden";"2023-01-01";"28001";"https://www.atlas.bfs.admin.ch/maps/13/map/mapIdOnly/28001_de.html"
"617";"Niederhünigen";"Anteil 3-4 Zimmer-Wohnungen, in %";53.1;"%";"A";"Normaler Wert";"";"2023-01-01/2023-12-31";"BFS – Gebäude- und Wohnungsstatistik (GWS)";"2024-09-16";"polg";"Politische Gemeinden";"2023-01-01";"28001";"https://www.atlas.bfs.admin.ch/maps/13/map/mapIdOnly/28001_de.html"
"619";"Oberdiessbach";"Anteil 3-4 Zimmer-Wohnungen, in %";51.3;"%";"A";"Normaler Wert";"";"2023-01-01/2023-12-31";"BFS – Gebäude- und Wohnungsstatistik (GWS)";"2024-09-16";"polg";"Politische Gemeinden";"2023-01-01";"28001";"https://www.atlas.bfs.admin.ch/maps/13/map/mapIdOnly/28001_de.html"
"620";"Oberthal";"Anteil 3-4 Zimmer-Wohnungen, in %";54.2;"%";"A";"Normaler Wert";"";"2023-01-01/2023-12-31";"BFS – Gebäude- und Wohnungsstatistik (GWS)";"2024-09-16";"polg";"Politische Gemeinden";"2023-01-01";"28001";"https://www.atlas.bfs.admin.ch/maps/13/map/mapIdOnly/28001_de.html"
"622";"Oppligen";"Anteil 3-4 Zimmer-Wohnungen, in %";47.7;"%";"A";"Normaler Wert";"";"2023-01-01/2023-12-31";"BFS – Gebäude- und Wohnungsstatistik (GWS)";"2024-09-16";"polg";"Politische Gemeinden";"2023-01-01";"28001";"https://www.atlas.bfs.admin.ch/maps/13/map/mapIdOnly/28001_de.html"
"623";"Rubigen";"Anteil 3-4 Zimmer-Wohnungen, in %";55.1;"%";"A";"Normaler Wert";"";"2023-01-01/2023-12-31";"BFS – Gebäude- und Wohnungsstatistik (GWS)";"2024-09-16";"polg";"Politische Gemeinden";"2023-01-01";"28001";"https://www.atlas.bfs.admin.ch/maps/13/map/mapIdOnly/28001_de.html"
"626";"Walkringen";"Anteil 3-4 Zimmer-Wohnungen, in %";51.7;"%";"A";"Normaler Wert";"";"2023-01-01/2023-12-31";"BFS – Gebäude- und Wohnungsstatistik (GWS)";"2024-09-16";"polg";"Politische Gemeinden";"2023-01-01";"28001";"https://www.atlas.bfs.admin.ch/maps/13/map/mapIdOnly/28001_de.html"
"627";"Worb";"Anteil 3-4 Zimmer-Wohnungen, in %";60.2;"%";"A";"Normaler Wert";"";"2023-01-01/2023-12-31";"BFS – Gebäude- und Wohnungsstatistik (GWS)";"2024-09-16";"polg";"Politische Gemeinden";"2023-01-01";"28001";"https://www.atlas.bfs.admin.ch/maps/13/map/mapIdOnly/28001_de.html"
"628";"Zäziwil";"Anteil 3-4 Zimmer-Wohnungen, in %";49.9;"%";"A";"Normaler Wert";"";"2023-01-01/2023-12-31";"BFS – Gebäude- und Wohnungsstatistik (GWS)";"2024-09-16";"polg";"Politische Gemeinden";"2023-01-01";"28001";"https://www.atlas.bfs.admin.ch/maps/13/map/mapIdOnly/28001_de.html"
"629";"Oberhünigen";"Anteil 3-4 Zimmer-Wohnungen, in %";57;"%";"A";"Normaler Wert";"";"2023-01-01/2023-12-31";"BFS – Gebäude- und Wohnungsstatistik (GWS)";"2024-09-16";"polg";"Politische Gemeinden";"2023-01-01";"28001";"https://www.atlas.bfs.admin.ch/maps/13/map/mapIdOnly/28001_de.html"
"630";"Allmendingen";"Anteil 3-4 Zimmer-Wohnungen, in %";44.1;"%";"A";"Normaler Wert";"";"2023-01-01/2023-12-31";"BFS – Gebäude- und Wohnungsstatistik (GWS)";"2024-09-16";"polg";"Politische Gemeinden";"2023-01-01";"28001";"https://www.atlas.bfs.admin.ch/maps/13/map/mapIdOnly/28001_de.html"
"632";"Wichtrach";"Anteil 3-4 Zimmer-Wohnungen, in %";53.7;"%";"A";"Normaler Wert";"";"2023-01-01/2023-12-31";"BFS – Gebäude- und Wohnungsstatistik (GWS)";"2024-09-16";"polg";"Politische Gemeinden";"2023-01-01";"28001";"https://www.atlas.bfs.admin.ch/maps/13/map/mapIdOnly/28001_de.html"
"662";"Ferenbalm";"Anteil 3-4 Zimmer-Wohnungen, in %";53.2;"%";"A";"Normaler Wert";"";"2023-01-01/2023-12-31";"BFS – Gebäude- und Wohnungsstatistik (GWS)";"2024-09-16";"polg";"Politische Gemeinden";"2023-01-01";"28001";"https://www.atlas.bfs.admin.ch/maps/13/map/mapIdOnly/28001_de.html"
"663";"Frauenkappelen";"Anteil 3-4 Zimmer-Wohnungen, in %";56.1;"%";"A";"Normaler Wert";"";"2023-01-01/2023-12-31";"BFS – Gebäude- und Wohnungsstatistik (GWS)";"2024-09-16";"polg";"Politische Gemeinden";"2023-01-01";"28001";"https://www.atlas.bfs.admin.ch/maps/13/map/mapIdOnly/28001_de.html"
"665";"Gurbrü";"Anteil 3-4 Zimmer-Wohnungen, in %";55.8;"%";"A";"Normaler Wert";"";"2023-01-01/2023-12-31";"BFS – Gebäude- und Wohnungsstatistik (GWS)";"2024-09-16";"polg";"Politische Gemeinden";"2023-01-01";"28001";"https://www.atlas.bfs.admin.ch/maps/13/map/mapIdOnly/28001_de.html"
"666";"Kriechenwil";"Anteil 3-4 Zimmer-Wohnungen, in %";49.8;"%";"A";"Normaler Wert";"";"2023-01-01/2023-12-31";"BFS – Gebäude- und Wohnungsstatistik (GWS)";"2024-09-16";"polg";"Politische Gemeinden";"2023-01-01";"28001";"https://www.atlas.bfs.admin.ch/maps/13/map/mapIdOnly/28001_de.html"
"667";"Laupen";"Anteil 3-4 Zimmer-Wohnungen, in %";60.2;"%";"A";"Normaler Wert";"";"2023-01-01/2023-12-31";"BFS – Gebäude- und Wohnungsstatistik (GWS)";"2024-09-16";"polg";"Politische Gemeinden";"2023-01-01";"28001";"https://www.atlas.bfs.admin.ch/maps/13/map/mapIdOnly/28001_de.html"
"668";"Mühleberg";"Anteil 3-4 Zimmer-Wohnungen, in %";55.5;"%";"A";"Normaler Wert";"";"2023-01-01/2023-12-31";"BFS – Gebäude- und Wohnungsstatistik (GWS)";"2024-09-16";"polg";"Politische Gemeinden";"2023-01-01";"28001";"https://www.atlas.bfs.admin.ch/maps/13/map/mapIdOnly/28001_de.html"
"669";"Münchenwiler";"Anteil 3-4 Zimmer-Wohnungen, in %";58.1;"%";"A";"Normaler Wert";"";"2023-01-01/2023-12-31";"BFS – Gebäude- und Wohnungsstatistik (GWS)";"2024-09-16";"polg";"Politische Gemeinden";"2023-01-01";"28001";"https://www.atlas.bfs.admin.ch/maps/13/map/mapIdOnly/28001_de.html"
"670";"Neuenegg";"Anteil 3-4 Zimmer-Wohnungen, in %";55.6;"%";"A";"Normaler Wert";"";"2023-01-01/2023-12-31";"BFS – Gebäude- und Wohnungsstatistik (GWS)";"2024-09-16";"polg";"Politische Gemeinden";"2023-01-01";"28001";"https://www.atlas.bfs.admin.ch/maps/13/map/mapIdOnly/28001_de.html"
"671";"Wileroltigen";"Anteil 3-4 Zimmer-Wohnungen, in %";44.1;"%";"A";"Normaler Wert";"";"2023-01-01/2023-12-31";"BFS – Gebäude- und Wohnungsstatistik (GWS)";"2024-09-16";"polg";"Politische Gemeinden";"2023-01-01";"28001";"https://www.atlas.bfs.admin.ch/maps/13/map/mapIdOnly/28001_de.html"
"681";"Belprahon";"Anteil 3-4 Zimmer-Wohnungen, in %";38.1;"%";"A";"Normaler Wert";"";"2023-01-01/2023-12-31";"BFS – Gebäude- und Wohnungsstatistik (GWS)";"2024-09-16";"polg";"Politische Gemeinden";"2023-01-01";"28001";"https://www.atlas.bfs.admin.ch/maps/13/map/mapIdOnly/28001_de.html"
"683";"Champoz";"Anteil 3-4 Zimmer-Wohnungen, in %";45.3;"%";"A";"Normaler Wert";"";"2023-01-01/2023-12-31";"BFS – Gebäude- und Wohnungsstatistik (GWS)";"2024-09-16";"polg";"Politische Gemeinden";"2023-01-01";"28001";"https://www.atlas.bfs.admin.ch/maps/13/map/mapIdOnly/28001_de.html"
"687";"Corcelles (BE)";"Anteil 3-4 Zimmer-Wohnungen, in %";46.2;"%";"A";"Normaler Wert";"";"2023-01-01/2023-12-31";"BFS – Gebäude- und Wohnungsstatistik (GWS)";"2024-09-16";"polg";"Politische Gemeinden";"2023-01-01";"28001";"https://www.atlas.bfs.admin.ch/maps/13/map/mapIdOnly/28001_de.html"
"690";"Court";"Anteil 3-4 Zimmer-Wohnungen, in %";47.7;"%";"A";"Normaler Wert";"";"2023-01-01/2023-12-31";"BFS – Gebäude- und Wohnungsstatistik (GWS)";"2024-09-16";"polg";"Politische Gemeinden";"2023-01-01";"28001";"https://www.atlas.bfs.admin.ch/maps/13/map/mapIdOnly/28001_de.html"
"691";"Crémines";"Anteil 3-4 Zimmer-Wohnungen, in %";56.8;"%";"A";"Normaler Wert";"";"2023-01-01/2023-12-31";"BFS – Gebäude- und Wohnungsstatistik (GWS)";"2024-09-16";"polg";"Politische Gemeinden";"2023-01-01";"28001";"https://www.atlas.bfs.admin.ch/maps/13/map/mapIdOnly/28001_de.html"
"692";"Eschert";"Anteil 3-4 Zimmer-Wohnungen, in %";47.8;"%";"A";"Normaler Wert";"";"2023-01-01/2023-12-31";"BFS – Gebäude- und Wohnungsstatistik (GWS)";"2024-09-16";"polg";"Politische Gemeinden";"2023-01-01";"28001";"https://www.atlas.bfs.admin.ch/maps/13/map/mapIdOnly/28001_de.html"
"694";"Grandval";"Anteil 3-4 Zimmer-Wohnungen, in %";52;"%";"A";"Normaler Wert";"";"2023-01-01/2023-12-31";"BFS – Gebäude- und Wohnungsstatistik (GWS)";"2024-09-16";"polg";"Politische Gemeinden";"2023-01-01";"28001";"https://www.atlas.bfs.admin.ch/maps/13/map/mapIdOnly/28001_de.html"
"696";"Loveresse";"Anteil 3-4 Zimmer-Wohnungen, in %";40.4;"%";"A";"Normaler Wert";"";"2023-01-01/2023-12-31";"BFS – Gebäude- und Wohnungsstatistik (GWS)";"2024-09-16";"polg";"Politische Gemeinden";"2023-01-01";"28001";"https://www.atlas.bfs.admin.ch/maps/13/map/mapIdOnly/28001_de.html"
"700";"Moutier";"Anteil 3-4 Zimmer-Wohnungen, in %";59.5;"%";"A";"Normaler Wert";"";"2023-01-01/2023-12-31";"BFS – Gebäude- und Wohnungsstatistik (GWS)";"2024-09-16";"polg";"Politische Gemeinden";"2023-01-01";"28001";"https://www.atlas.bfs.admin.ch/maps/13/map/mapIdOnly/28001_de.html"
"701";"Perrefitte";"Anteil 3-4 Zimmer-Wohnungen, in %";53.3;"%";"A";"Normaler Wert";"";"2023-01-01/2023-12-31";"BFS – Gebäude- und Wohnungsstatistik (GWS)";"2024-09-16";"polg";"Politische Gemeinden";"2023-01-01";"28001";"https://www.atlas.bfs.admin.ch/maps/13/map/mapIdOnly/28001_de.html"
